en,score,hospital,sen
hospital equipped comfortable Queuing quick -PRON- patient hospital Rayong send treatment use 30 baht treatment hospital treat nurse guide step step instruction -PRON- new patient know process ray way nursing -PRON- recommend queue find doctor thought slow approach doctor quickly,4,king-chulalongkorn-memorial-hospital,1
chance admit king Chulalongkorn memorial hospital Thai red cross society visit Department ear nose throat General pastor medical impress step service king Chulalongkorn memorial hospital medical nurse volunteer public relation officer ready recommendation ... clinic hour patient wait line lot convenient bus routine BTS state hospital service like private,5,king-chulalongkorn-memorial-hospital,1
opportunity meet doctor clinic skin clinic clinic speculum impress step service personnel ask wonder personnel respond willingly smile guy impressive check detail ask -PRON- sure patient ask hurriedly ask hastily conclude like hospital doctor half hour sit question -PRON- symptom thorough -PRON- come doctor talk patient long time meet hospital Routine use minute doctor rush,5,king-chulalongkorn-memorial-hospital,1
"treatment disease old blond doctor time patient smart talented 
 lot patient come wait long special clinic lot people 
 doctor s great importance medical treatment 

 -PRON- treat price expensive size exchange medicine receive treatment want organize faster",4,king-chulalongkorn-memorial-hospital,1
system queue good nurse recommend time record recommend clinic plain -PRON- want lose value doctor expensive doctor good hospitable service queue wait little bit longer half order queue find doctor nurse queue suggest -PRON- want wait long queue emergency room discomfort headache hot body want long waiting queue,4,king-chulalongkorn-memorial-hospital,1
... system book hold record patient good antenatal care hospital Chulalongkorn University doctor attention provide information care examination antenatal care health benefit patient understand patient choice admission care baby carefully understand correctly choose trust leave baby hospital birth mom -PRON- think leave stomach maternity recommend hospital Chulalongkorn University ... deposit weekday lounge evening work come antenatal day Saturday Sunday,4,king-chulalongkorn-memorial-hospital,1
"impress doctor nurse speak good sense unlike government hospital doctor Excel expertise feature good impressive thought wrong choose use service 
 impress doctor nurse speak good sense unlike government hospital doctor Excel expertise feature good impressive thought wrong choose use service",5,king-chulalongkorn-memorial-hospital,1
doctor good kidney surgery -PRON- father expertise typically case father difficult doctor actually nurse -PRON- okay people speak briefly yell father -PRON- time -PRON- like high morphine -PRON- reply know -PRON- speak -PRON- good bit nurse great building nurse new clean convenient,5,king-chulalongkorn-memorial-hospital,1
hospital expert heart disease young child infant surgery help thank -PRON- save -PRON- son -PRON- son strong thank heart,5,king-chulalongkorn-memorial-hospital,1
doctor find good service feel good cut,5,king-chulalongkorn-memorial-hospital,1
admission nurse doctor surgery room kind encouragement,4,king-chulalongkorn-memorial-hospital,1
Nurse speak easy understand,5,king-chulalongkorn-memorial-hospital,1
treatment effective slow -PRON- wait,5,king-chulalongkorn-memorial-hospital,1
doctor official willing advice,5,king-chulalongkorn-memorial-hospital,1
medical team vanguard tinnitus versatile support patient case medication effectively,5,king-chulalongkorn-memorial-hospital,1
pass second child October 59 check month like long wait time -PRON- feel personnel intend work beaming birth impressive nurse care patient walk check night ask help location complain like hospital privately night want help ring bell run away like wake smile doctor nurse chulalongkorn manner good care patient good important cost high convenient direct want swipe credit card cost thousand baht,4,king-chulalongkorn-memorial-hospital,1
morning 17th 2560 use service paediatrics Department wait time normal .. State General officer information good coordination point registration screening point elevator counter mount driver sound tough bluntly leg equal private ball -PRON- vaccination doctor Intern doctor Professor -PRON- help symptom impressed clinic sub clinic hospital private -PRON- follow order vaccine vaccine detect observe conclusion -PRON- pale blood examination doctor lot information impressed wait result,5,king-chulalongkorn-memorial-hospital,1
medical student good ask symptom visit check check master doctor good good ready guide -PRON- like lot speak melodious super cute -PRON- find,1,king-chulalongkorn-memorial-hospital,0
doctor kind dental check tire change,5,king-chulalongkorn-memorial-hospital,1
point contact include limitation medicine yes hospital Private state,2,king-chulalongkorn-memorial-hospital,0
December birth child hospital chulalongkorn doctor vertical incision pretty -PRON- dissect landscape -PRON- great,1,king-chulalongkorn-memorial-hospital,0
-PRON- father find doctor CHULA ago Department epilepsy appreciate doctor nurse care patient good feeling -PRON- work ask beam spite step ask God secretly puzzle brother -PRON- explain moment long waiting queue lot patient nurse introduce step create shot necessary encourage patient Department epilepsy spite lot patient lot -PRON- sister nurse brag beam refresh comfortable carefree treatment,5,king-chulalongkorn-memorial-hospital,1
hospital patient check lot early hit time uncle open door -PRON- like prepare run 100 m. queue card quee nurse screen a. check day hospital city center,5,king-chulalongkorn-memorial-hospital,1
-PRON- wife -PRON- antenatal hospital today -PRON- morning ROR building a.m. people lot people queue card -PRON- secretly fret -PRON- wife faint times(555)than card -PRON- wait hour doctor -PRON- consider long time -PRON- think wee -PRON- doctor nurse think care service consultation recommendation card antenatal finish different hospital private -PRON- wife -PRON- tired wait queue wait check -PRON- calm sir compare hospital private -PRON- compare service -PRON- think worth little slow lot people -PRON- -PRON- impress service course -PRON- wife -PRON- today,5,king-chulalongkorn-memorial-hospital,1
good service cute nurse staff lovely,5,king-chulalongkorn-memorial-hospital,1
clinic time doctor follow treatment,4,king-chulalongkorn-memorial-hospital,1
brother accident car crash brain drain skull shatter ... ant incision stroller young forth -PRON- scream tell -PRON- send kid CHULA .. reach CHULA doctor tell brother brain damage .. surgery time word doctor -PRON- courage .. doctor .. sister survive story -PRON- -PRON- .. morale family .. tell surgery .. blood blood rave surgery -PRON- bleed shock -PRON- hug cry page ICU doctor tell -PRON- doctor remove value young blood check -PRON- fight doctor -PRON- fight .. doctor -PRON- tell young fighter .. sister survive .... light flickering light immediately .. thank -PRON- doctor hospital CHULA,5,king-chulalongkorn-memorial-hospital,1
-PRON- treat hospital(special clinic wait time bureaucracy step identification patient letter doctor -PRON- hospital book appointment check doctor block nurse ask sick appointment doctor day clock strike -PRON- meet doctor treat time waste -PRON- time check finish -PRON- run drug payment process bit time consume -PRON- 20 minute need wait medicine pay simultaneously Department number queue overall -PRON- impressed service hospital lot polite speak -PRON- doctor good DL,4,king-chulalongkorn-memorial-hospital,1
standard high service,5,king-chulalongkorn-memorial-hospital,1
doctor kind,4,king-chulalongkorn-memorial-hospital,1
service system mention wait child Department track continue nursing child friendly,5,king-chulalongkorn-memorial-hospital,1
consultation best reply describe patient thorough heal tool modern,5,king-chulalongkorn-memorial-hospital,1
-PRON- patient osteoporosis hip bone degeneration convenient walk hospital walk building close app ask help ask wheelchair reaction face indicate nuisance -PRON- relative stroller(which -PRON- find relative -PRON- need wheelchair tell wait guarantee -PRON- hour day need wait officer building(I want treatment hurt staff people sit talk ignore -PRON- lot thing system queue blood test -PRON- change virtually time maintain officer reply mismatch cause -PRON- walk round .. social security)enough -PRON- -PRON- upstairs tell card แคิ round,2,king-chulalongkorn-memorial-hospital,0
-PRON- patient admit king Chulalongkorn memorial hospital month stay overnight patient hospital -PRON- right use gold card ...... feeling admit -PRON- feel special idea state hospital compare think like hear people figuratively eat hear term service state hospital -PRON- treatment -PRON- bed patient yeah lie include emergency room wait bed feel touch thing -PRON- hear time -PRON- totally different -PRON- treat medical faculty medical student hospital staff time day -PRON- bed Dorm treat feeling treat -PRON- appreciate care compassionate visit screen diagnosis medical carefully analyze symptom dosage use treatment thing -PRON- hospital day travel Atlanta min think chance home end hospital end attention patient knowledge medical faculty dedicate body mind intelligence -PRON- come home come safety today -PRON- feel magic receive hospital device forget kindness kind patient deathly Hallows life,5,king-chulalongkorn-memorial-hospital,1
international standard,5,king-chulalongkorn-memorial-hospital,1
arrival panic leave queue plug -PRON- dozen,1,king-chulalongkorn-memorial-hospital,0
people good service 2nd chance come time,4,king-chulalongkorn-memorial-hospital,1
want ask -PRON- appreciate doctor nurse Department obstetric gynecology building .. yes forth hospital time meet doctor appointment today -PRON- run late travel Sriracha Chonburi car today enter examination doctor feel ease able tell nurse discount .. encouragement treatment previously admit discourage -PRON- secretly cry day -PRON- come today feeling thank doctor -PRON- pay attention good advice,5,king-chulalongkorn-memorial-hospital,1
-PRON- .. excellent,5,king-chulalongkorn-memorial-hospital,1
assure near doctor,4,king-chulalongkorn-memorial-hospital,1
rely,5,king-chulalongkorn-memorial-hospital,1
thank -PRON- doctor nurse care patient melodic,4,king-chulalongkorn-memorial-hospital,1
doctor nurse care good -PRON- patient beam,4,king-chulalongkorn-memorial-hospital,1
service good attentive patient,5,king-chulalongkorn-memorial-hospital,1
normal hospital good clean use mother treat symptom gay waste money ....,5,king-chulalongkorn-memorial-hospital,1
staff great young assistant smile batting .. Ban vigil -PRON- brother assistant care reduce worry half,4,king-chulalongkorn-memorial-hospital,1
-PRON- need physical examination month hospital government care sick thank -PRON- doctor,5,king-chulalongkorn-memorial-hospital,1
modern staff excellent ^_^,5,king-chulalongkorn-memorial-hospital,1
minority come service good nurse build sawat siege people skin ค้ำๆ age people veteran wry face nurse new good bit stay long time -PRON- like -PRON- long understand Thai government hospital like -PRON- code service nurse career -PRON- faith doctor -PRON- use service rate like Bank -PRON- raise user press rate -PRON- complaint raise good service -PRON- football player national team serve year unmanned Thais hope post -PRON- Director hospital read,2,king-chulalongkorn-memorial-hospital,0
-PRON- law,5,king-chulalongkorn-memorial-hospital,1
hospital senior patient number treatment good service Queuing convenient patient new patient troublesome system provide service fragment find flow chart provide read elusive PR reply brief rarely explain -PRON- conclude service province especially access medical doctor kind exceedingly explain guard extreme uncompromising simple ยกย่องนับถือ.,5,king-chulalongkorn-memorial-hospital,1
doctor good thank -PRON- doctor ring sacred medical expert brain surgery heal -PRON- lose new life better,5,king-chulalongkorn-memorial-hospital,1
use service think hospital high standard,5,king-chulalongkorn-memorial-hospital,1
run fever baby check tim 17 00 time 18 17 detect nurse history come half hour fever -PRON- measure nurse work baby fever headache bad nursing mother shit pay cash .... hell slow,1,king-chulalongkorn-memorial-hospital,0
terrible .. patient long wait .. system lag ... crepe cake .. pay -PRON- .. run fast .. free .. long wait .. staff talk shit straight channel .. ... update -PRON- guess 6:00 9:00 o'clock hasn't .. q check .. time sit look official empirically long? .. talk .. giggles! ... come work come talk .. maybe .. whoop .. terrible .. hospital .. -PRON- big .. system ..,1,king-chulalongkorn-memorial-hospital,0
day balloon heart hospital thank -PRON- doctor -PRON- nurse care goodness shall result -PRON- great forever Mrs China bunyarit kanok king Chulalongkorn memorial hospital coronary heart disease heart balloon,5,king-chulalongkorn-memorial-hospital,1
great service,2,king-chulalongkorn-memorial-hospital,0
admit hospital CHULA year medical care treatment .... feel good thank -PRON- care patient level,4,king-chulalongkorn-memorial-hospital,1
special room okay room plain know -PRON- -PRON- use service use 55,4,king-chulalongkorn-memorial-hospital,1
check long dark,5,king-chulalongkorn-memorial-hospital,1
difficult find parking bored use Intern examine patient patient appointment accord test month -PRON- know,2,king-chulalongkorn-memorial-hospital,0
good service machine medical modern,4,king-chulalongkorn-memorial-hospital,1
job authority -PRON- sympathy thank -PRON- work tired public,4,king-chulalongkorn-memorial-hospital,1
doctor good,5,king-chulalongkorn-memorial-hospital,1
surgery tumor brain 2553 gratitude grace -PRON- great doctor nurse,5,king-chulalongkorn-memorial-hospital,1
good location parking authority speak service disrespectful,4,king-chulalongkorn-memorial-hospital,1
describe process treatment good listening easy understand doctor nurse friendly friendly .. good location clean neat shady star,5,king-chulalongkorn-memorial-hospital,1
Will time time require patience chill TA try think term good -PRON- sense better wrong -PRON- know -PRON- patience year painstaking treatment hope obsessed bury Yan deep root negative term come end,2,king-chulalongkorn-memorial-hospital,0
province morning doctor visit shift o'clock channel card -PRON- work play mobile live แย่ๆๆๆๆ loop ยๆๆๆๆๆๆๆๆ ask guard -PRON- courtesy suck,1,king-chulalongkorn-memorial-hospital,0
nurse hospital state improve look service think CRI continue service countenance countenance like mod Social Network,1,king-chulalongkorn-memorial-hospital,0
thank -PRON- care countryman -PRON- good help advice good doctor team,5,king-chulalongkorn-memorial-hospital,1
feeling little tired -PRON- need,2,king-chulalongkorn-memorial-hospital,0
-PRON- new life thank -PRON- doctor nurse new life,5,king-chulalongkorn-memorial-hospital,1
impression tell excellent service,5,king-chulalongkorn-memorial-hospital,1
great ray thank -PRON- doctor -PRON- nurse housewife -PRON- nurse -PRON- especially medical team blue line surgery -PRON- daughter include student medical year care talking encouragement hospital day heartwarme feel safe thank -PRON-,1,king-chulalongkorn-memorial-hospital,0
good service attentive patient consultation detailed,4,king-chulalongkorn-memorial-hospital,1
service wonderful,5,king-chulalongkorn-memorial-hospital,1
lot patient hospital think doctor staff facial party month facial steamer super,5,king-chulalongkorn-memorial-hospital,1
come doctor appointment 7.30 pm appointment send wrong floor unceremoniously .. need Granny sit wait waste time -PRON- watch -PRON- detect noon blame blame responsible system thank -PRON- nurse layer 13 help -PRON- -PRON- finish bad thing happen good story,1,king-chulalongkorn-memorial-hospital,0
service good staff polite treatment non discrimination gold card waste money staff friendly patient(as relative patient use service room endoscopy autopsy,4,king-chulalongkorn-memorial-hospital,1
bring -PRON- cataract service expect Department nursing good step introduction wound care patient relative friendly smile answer -PRON- -PRON- dad -PRON- Golf cart come pick building send ROR building subway impressed want Department like,4,king-chulalongkorn-memorial-hospital,1
good people near death emerge new shift state hospital -PRON- heart,5,king-chulalongkorn-memorial-hospital,1
today -PRON- pierce examination kidney annual doctor stand room 35 finish -PRON- 35 document check wipe right social responsible La people -PRON- forth room check right -PRON- bad suitable work service room authentication bad thank -PRON- room 35 table help -PRON- finish,1,king-chulalongkorn-memorial-hospital,0
little,4,king-chulalongkorn-memorial-hospital,1
great ball come doctor let patient talk symptom thoroughly -PRON- come key serve size lot unlikely size point official -PRON- irritable -PRON- little,5,king-chulalongkorn-memorial-hospital,1
good,5,king-chulalongkorn-memorial-hospital,1
care little understand personnel courtesy officer training think -PRON- come work salary,1,king-chulalongkorn-memorial-hospital,0
variety situation -PRON- firmly believe hospital good Thailand,5,king-chulalongkorn-memorial-hospital,1
doctor -PRON- handsome,5,king-chulalongkorn-memorial-hospital,1
wonderful,5,king-chulalongkorn-memorial-hospital,1
Dad check hospital file appointment card early find history patient find work contact real story develop,1,king-chulalongkorn-memorial-hospital,0
q card send press open Cabinet(at time)hit,1,king-chulalongkorn-memorial-hospital,0
good,5,king-chulalongkorn-memorial-hospital,1
good hospital Bangkok doctor -PRON- nurse -PRON- cute,5,king-chulalongkorn-memorial-hospital,1
ve hear want,1,king-chulalongkorn-memorial-hospital,0
-PRON- doctor cute,5,king-chulalongkorn-memorial-hospital,1
car Park little treatment parking doctor nurse luxury car people money ... improve somewhat know -PRON- ... ugh ...,5,king-chulalongkorn-memorial-hospital,1
good service system doctor Excel tool modern,5,king-chulalongkorn-memorial-hospital,1
Nurse beautiful,5,king-chulalongkorn-memorial-hospital,1
good hospital,4,king-chulalongkorn-memorial-hospital,1
belgium,5,king-chulalongkorn-memorial-hospital,1
good doctor good ask parking ...,4,king-chulalongkorn-memorial-hospital,1
national standard patient hurry mistake bear doctor write prescription fast pharmacy read apparent hurry patient wrong medicine solve cheer cheer,5,king-chulalongkorn-memorial-hospital,1
good service .. doctor brilliantly,5,king-chulalongkorn-memorial-hospital,1
good dad surgery,5,king-chulalongkorn-memorial-hospital,1
Carpool turn page emergency flattering bad horrible service play phone ignore sick person,5,king-chulalongkorn-memorial-hospital,1
thank doctor nurse staff care grandma daddy wish -PRON- happy healthy work happily,5,king-chulalongkorn-memorial-hospital,1
Grandmother heal .. chulalongkorn,4,king-chulalongkorn-memorial-hospital,1
doctor nurse care good sir speak -PRON-,4,king-chulalongkorn-memorial-hospital,1
Doctor nurse officer public relation volunteer queue wait screening tongue bad -PRON- work Police -PRON- good,4,king-chulalongkorn-memorial-hospital,1
-PRON- feel bad people push car Elevator building ... -PRON- mouth,1,king-chulalongkorn-memorial-hospital,0
hospital think -PRON- right,5,king-chulalongkorn-memorial-hospital,1
good,5,king-chulalongkorn-memorial-hospital,1
hi .. want use cover -PRON- think -PRON-,5,king-chulalongkorn-memorial-hospital,1
vast shady tree building lot cute nurse,5,king-chulalongkorn-memorial-hospital,1
lot people wait long good,4,king-chulalongkorn-memorial-hospital,1
suck come treat skin o'clock 10 o'clock treat people queue -PRON- know system like standard come bad sex authority -PRON- bad,1,king-chulalongkorn-memorial-hospital,0
maintain good,5,king-chulalongkorn-memorial-hospital,1
lot patient .... Cheer sir ...,5,king-chulalongkorn-memorial-hospital,1
good hospital baby good service driver doctor cute habit casual great study practice good habit hospital Chulalongkorn University good,5,king-chulalongkorn-memorial-hospital,1
-PRON- good service doctor kind medicinal value -PRON-,5,king-chulalongkorn-memorial-hospital,1
like hospital score wait long time -PRON- -PRON- mind lot patient absolutely steam want let people come walk sale -PRON- buy -PRON- insult today .. know -PRON- insult -PRON- -PRON- stair -PRON- follow -PRON- talk -PRON- friend -PRON- buy single flower -PRON- damn cheapskate -PRON- come ask -PRON- buy ..,5,king-chulalongkorn-memorial-hospital,1
confuse bit .. building lot,4,king-chulalongkorn-memorial-hospital,1
service good doctor good,5,king-chulalongkorn-memorial-hospital,1
Dr. Wally daughter survive -PRON-,5,king-chulalongkorn-memorial-hospital,1
mother admit hospital symptom lump anus January till queue surgery slowly mom pain day eat morphine doctor epidural memory bad .. forget blur talk remember spite mother fare normal pity mother way help mom previous patient feel good acquire hospital Chuck way treatment fast patient meat loaf add cube cube texture original patient pain want cut -PRON- leg,1,king-chulalongkorn-memorial-hospital,0
people -PRON- wait,5,king-chulalongkorn-memorial-hospital,1
-PRON- surgery time know come ... standard service equal picture ... build growth Somsri act impress,1,king-chulalongkorn-memorial-hospital,0
-PRON- son wait queue year -PRON- goddamne thing,2,king-chulalongkorn-memorial-hospital,0
want thank -PRON- Dr. thawatchai nurse ROR building 9th floor care daughter ill SLE thank -PRON-,5,king-chulalongkorn-memorial-hospital,1
thank -PRON- doctor nurse care appreciate -PRON- miss friendship,5,king-chulalongkorn-memorial-hospital,1
good,5,king-chulalongkorn-memorial-hospital,1
talk i. official hospitality ....... need loud talk disturb learn new,2,king-chulalongkorn-memorial-hospital,0
service good,5,king-chulalongkorn-memorial-hospital,1
want sick people want hospital work -PRON-,1,king-chulalongkorn-memorial-hospital,0
service good father -PRON- come month great service cute location doctor nurse ask maintain standard like forever,5,king-chulalongkorn-memorial-hospital,1
sit half day minute huh ..... system -PRON- great,1,king-chulalongkorn-memorial-hospital,0
know want consult doctor,2,king-chulalongkorn-memorial-hospital,0
doctor,5,king-chulalongkorn-memorial-hospital,1
authority collect garbage hospital awesome .. QS listen,1,king-chulalongkorn-memorial-hospital,0
-PRON- good service .. sir sir sir want understand hospital patient service -PRON- late,2,king-chulalongkorn-memorial-hospital,0
long wait doctor explain good -PRON- easy maintain conclusion like hospital,5,king-chulalongkorn-memorial-hospital,1
care state include personnel medical,5,king-chulalongkorn-memorial-hospital,1
good -PRON- opulent reception work care patient 24 hour day year -PRON- ultimate ..,5,king-chulalongkorn-memorial-hospital,1
service organization services -PRON- develop time official -PRON- act like want come work -PRON- want come work service -PRON- people -PRON- want work,1,king-chulalongkorn-memorial-hospital,0
,5,king-chulalongkorn-memorial-hospital,1
quality,5,king-chulalongkorn-memorial-hospital,1
good service,5,king-chulalongkorn-memorial-hospital,1
21 June come surgery doctor nurse care good thank -PRON-,5,king-chulalongkorn-memorial-hospital,1
car park find parking difficult,2,king-chulalongkorn-memorial-hospital,0
start use system quee new people crowded busy stay healthy sick sick original,5,king-chulalongkorn-memorial-hospital,1
family use service,5,king-chulalongkorn-memorial-hospital,1
good service personnel task heavy -PRON- care maintain -PRON- thank staff member,5,king-chulalongkorn-memorial-hospital,1
pity -PRON- house ....,1,king-chulalongkorn-memorial-hospital,0
good service sick treat,5,king-chulalongkorn-memorial-hospital,1
thank -PRON- doctor nurse improve nurse older like yell patient pity,4,king-chulalongkorn-memorial-hospital,1
doctor good,5,king-chulalongkorn-memorial-hospital,1
patient die die doctor fine check cause come -PRON- hospital lose money gold abundant doctor -PRON- try talk -PRON-,4,king-chulalongkorn-memorial-hospital,1
wrong thought tight staff good like aunt press card queue Chan tight kind press time -PRON- complaining plus -PRON- stand pressed instruction candy leave,5,king-chulalongkorn-memorial-hospital,1
care level country mainly escort sick,5,king-chulalongkorn-memorial-hospital,1
good good,1,king-chulalongkorn-memorial-hospital,0
emergency room nurse bad describe verb -PRON- speak come nurse -PRON- contrary fairy dress white Executive improve manner smasher -PRON- work service patient relative doubt lot ask lot question matter lot -PRON- health -PRON- love -PRON- death -PRON- normal -PRON- relative know patient like wait -PRON- bother -PRON- express way way,1,king-chulalongkorn-memorial-hospital,0
good doctor good care hair disappear accident -PRON- bike overturn strike heal walk sit,4,king-chulalongkorn-memorial-hospital,1
service great staff good heart,5,king-chulalongkorn-memorial-hospital,1
Doctor good analysis disease reliably hairball examination room place description unclear speak patient curt short latency look annoy -PRON- patient understand speech unclear .... update staff section type doctor nurse cute ... -PRON- appreciate,5,king-chulalongkorn-memorial-hospital,1
hospital Chulalongkorn University yesterday leave cry blood blood come today -PRON- file paper like yesterday leave send Rama -PRON- file document -PRON- infirmary send Hai view -PRON- hospital nurse slut need cry -PRON- die hospital -PRON- feel better run plus cry -PRON- wait queue half hour,1,king-chulalongkorn-memorial-hospital,0
patient wait long wait o'clock morning -PRON- pass -PRON- noon wait rupture Appendix work uncomfortable -PRON- know,2,king-chulalongkorn-memorial-hospital,0
-PRON- want -PRON- live -PRON- improvement speak guest hospital famous hospital Thailand -PRON- wear white dress work party come view -PRON- ส่อสันดาน habit commoner forget salary -PRON- tax -PRON- conclude -PRON- live -PRON- training experience new thank -PRON-,5,king-chulalongkorn-memorial-hospital,1
service good speak health ... instruction,5,king-chulalongkorn-memorial-hospital,1
treat impress doctor nurse lot smile -PRON- treat -PRON- drug use use -PRON- mind -PRON- -PRON- feel good like sick,5,king-chulalongkorn-memorial-hospital,1
service hospital good,4,king-chulalongkorn-memorial-hospital,1
-PRON- understand hospital state -PRON- aunt speak good bit -PRON- run service -PRON- understand aunt wear glass layer little central laboratory sing -PRON- heavy,1,king-chulalongkorn-memorial-hospital,0
building .. .. Channel queue slow wait long station,4,king-chulalongkorn-memorial-hospital,1
good use service hospital family,4,king-chulalongkorn-memorial-hospital,1
time immemorial -PRON- feel recognize -PRON- chulalongkorn medical institution good people lot -PRON- treat badly time -PRON- father physical examination prostate doctor Assoc prof -PRON- examination clinic time book Queuing system course time patient ask symptom hurry flurry -PRON- know -PRON- Assoc Professor doctor want check money -PRON- skill level -PRON- work government -PRON- check hospital Chulalongkorn University ... choose doctor nail etiquette practice good,1,king-chulalongkorn-memorial-hospital,0
smelly bathroom paper creator nick afternoon dirty WAN management care thank -PRON-,5,king-chulalongkorn-memorial-hospital,1
building Institute cancer service doctor speak good nurse good know good thing -PRON- know -PRON- answer good feel disappointed,5,king-chulalongkorn-memorial-hospital,1
good service ...,5,king-chulalongkorn-memorial-hospital,1
doctor nurse service great,5,king-chulalongkorn-memorial-hospital,1
good,4,king-chulalongkorn-memorial-hospital,1
nursing modal low Repeat discrimination ray nurse building practice shift patient ... -PRON- sleep day change bed linen cry -PRON- care nursing change cry -PRON- rush tell ray lazy tired -PRON- page mood tired -PRON- think -PRON- รุั. pudding GUI size cry think,1,king-chulalongkorn-memorial-hospital,0
service good atmosphere good lot patient lot virtually day,5,king-chulalongkorn-memorial-hospital,1
bad doctor nurse nurse wood talk value people cold blood Crimea framework know nurse patient people surgery wood mention treat like dog foot wood cricketer doctor know -PRON- believe -PRON- true,2,king-chulalongkorn-memorial-hospital,0
thank -PRON- doctor nurse care patient use service time,5,king-chulalongkorn-memorial-hospital,1
officer exam room surgery face smile speak disrespectful patient,5,king-chulalongkorn-memorial-hospital,1
family room patient room emergency air conditioning break repair,5,king-chulalongkorn-memorial-hospital,1
long wait damn,1,king-chulalongkorn-memorial-hospital,0
doctor -PRON- tough 555 kind decide decisive uncompromising recommend fast decisive -PRON- guarantee .. doctor nurse cute ^^,5,king-chulalongkorn-memorial-hospital,1
service great patient care great result fast modern tool patient doctor -PRON- nurse staff ... appreciate,5,king-chulalongkorn-memorial-hospital,1
good hospital quality life,5,king-chulalongkorn-memorial-hospital,1
Doctor nurse care patient wait queue time,4,king-chulalongkorn-memorial-hospital,1
service good,5,king-chulalongkorn-memorial-hospital,1
inquire sir fit end 2555 -PRON- service Department dental wisdom tooth removal want know today -PRON- tooth ... reschedule .. depend time service doctor impressed -PRON- need number dental Department -PRON- wisdom tooth removal -PRON- contact -PRON- know tell -PRON- thank -PRON-,5,king-chulalongkorn-memorial-hospital,1
patient care good attention treatment eloquence beaming mind point rarely explain people come straight -PRON- understandable lot patient authority care thoroughly,4,king-chulalongkorn-memorial-hospital,1
impress service doctor nail nurse nursing assistant good location friendly staff feel like mechanic word care patient mind,5,king-chulalongkorn-memorial-hospital,1
Damnit appointment surgery October 2557 today March 29 2558 shot round -PRON- mind honestly day o'clock morning o'clock evening bed special room doctor abroad rally tired hospital shot shot,1,king-chulalongkorn-memorial-hospital,0
suck wait class file tell file come class class tell file come downstairs wait hour hospital close check system management bad,1,king-chulalongkorn-memorial-hospital,0
hospital setting public,4,king-chulalongkorn-memorial-hospital,1
Ill father Spain bone marrow atrophy doctor province send -PRON- away .. Bangkok ... .. treatment free cost drill bone marrow expensive 900000 baht secretly glad -PRON- free gather relative drill bone marrow help dad doctor pay -PRON- pity father treatment free gay porn money,1,king-chulalongkorn-memorial-hospital,0
-PRON- officer Ratchaburi /e refer CHULA time 13.20 PM today woman officer receive hospital Ratchaburi help music insult loud know -PRON- busy document refer send -PRON- woman pregnant 24 week pregnant solid urine burn sensation polish ball Flex -PRON- help -PRON- help coordinate burden,1,king-chulalongkorn-memorial-hospital,0
Carpool crib dirty talk remove bad habit use people home use people use emotion reason -PRON- ridiculous old child ถอนหงอก,1,king-chulalongkorn-memorial-hospital,0
mother send hospital Bang Phai hospital examination x ray liver detect cancer doctor detect tell -PRON- mother use send check shot day appointment date employee counter form -PRON- mother come new conclusion mother need starve waste time lose sleep wait hospital staff system,1,king-chulalongkorn-memorial-hospital,0
elder sit wait gate open o'clock morning door open rush remove card match plug appointment card insert -PRON- want know sit wait hit relative patient run adult hospital try o'clock morning -PRON- run like escape dead 5555 rush plug card,4,king-chulalongkorn-memorial-hospital,1
Nurse -PRON- ... doctor eloquence explain easy understand -PRON- sick near -PRON- encourage,5,king-chulalongkorn-memorial-hospital,1
bring -PRON- heal 47 doctor -PRON- -PRON- longer week feel gloomy reply doctor -PRON- fight baby -PRON- fight -PRON- loaf -PRON- baby doctor day today -PRON- son strong use life normal year Bachelor agriculture -PRON- want tell little patience sir doctor good medical modern non allergic private cost cheap help issue people find calm cousin -PRON- good treatment,4,king-chulalongkorn-memorial-hospital,1
terrible personnel quality improve dramatically come check doctor nurse action patient interested expand building,1,king-chulalongkorn-memorial-hospital,0
good car park bit,5,king-chulalongkorn-memorial-hospital,1
amen excellent,5,king-chulalongkorn-memorial-hospital,1
thorough step step good authority -PRON- sound better appointment queue shortcut little bit return home giveaway fever cold cough sneeze follow,4,king-chulalongkorn-memorial-hospital,1
-PRON- think hospital good level come use service come -PRON- mother brother law concoction hospital doctor nurse .... good review people ......,4,king-chulalongkorn-memorial-hospital,1
feel bad,1,king-chulalongkorn-memorial-hospital,0
"emergency c section October -PRON- stay ordinary room 5th floor feel wrong decision choose maternity care nurse terrible thing nurse children room -PRON- bad -PRON- birth -PRON- use cash value 17,800 giveaway vertical ancient wound day home page building taxi tell .. -PRON- tell walk fetch car -PRON- walk far far away",2,king-chulalongkorn-memorial-hospital,0
location peaceful conservation,5,king-chulalongkorn-memorial-hospital,1
Bathroom build ROR floor smelly paper -PRON- update,1,king-chulalongkorn-memorial-hospital,0
service travel inconvenience watch 100th anniversary king Chulalongkorn memorial hospital aware development medical medical equipment stylish,5,king-chulalongkorn-memorial-hospital,1
impressed -PRON- good master doctor doctor maintain good care patient match follow forever patient thank -PRON- Professor doctor doctor single person -PRON- maintain husband -PRON- forever -PRON- husband treatment leukemia .. Chulalongkorn,5,king-chulalongkorn-memorial-hospital,1
