comment,score,hospital,en
เมื่อวัาที่28/12/59 ได้เข้าไปตรวจตามนัดของคลินิคนารีเวช นึกไปนึกมาเราก็มีอาการผมร่วงมาสัก 2 ปีกว่า ไปตรวจกับคลินิคผิวหนังดีกว่า ว่าแล้วก็ขึ้นไปลงทะเบียนได้คิวที่60 ซึ่งเป็นคิวสุดท้ายของ อ.หมอ แต่เราขอลงไปตรวจที่นารีเวชก่อน พยาบาลแจ้งว่าประมาณ 1 ทุ่ม ให้กลับขึ้นมาตรวจน่ะ แต่ 1 ทุ่มเราก้อยังรรวจไม่เสร็จ ผลสุดท้ายทั้งพยาบาลและอ.หมอ ก็นั่งรอตรวจให้ค่ะ,5,siriraj-hospital,"When this is like the 28/12/59. into check by the appointment of the clinic speculum thought to imagine, we just have hair loss in a 2 wings that go check out with clinic skin better than that, then it up to the register queue 60, which is the last cue of the. Doctor, but we let down to check you for treatment before the nurse informed that about 1 p.m., to back up grade. but 1 PM we're still. not the final result, both the nurse and the. The doctor was sitting waiting make."
การวินิจฉันโรคของหมอ เข้าใจว่าหมอเจอคนไข้ที่ป่วยด้วยเป็นโรคมะเร็งและอยู่ในระยะสุดท้ายมาเยอะ ต้องพูดซ้ำแล้วซ้ำอีกทำให้อาจเบื่อที่จะต้องพูดอ้อมโรคกับคนไข้ระยะสุดท้าย แต่ด้วยจรรยาบรรณของหมอก็ไม่ควรพูดเพื่อหยุดการรักษาแล้วบอกว่ารักษาไปก็ไม่หาย ก็ได้ถือว่ารักษาแล้ว ด้วยน้ำเสียงตะคอกและเสียงน้ารำคาญอย่างนั้นกับคนไข้ ควรจะบอกดีๆหรือไม่ก็แจ้งข่าวกับญาติก็ได้ คนไข้ที่รู้ตัวเองมันก็สิ้นหวังพออยู่แล้ว มาเจอหมอพูดแบบนี้จะทำให้คนไข้อยู่ต่อด้วยความสิ้นหวัง คุณชั่งเป็นหมอที่ไร้ความเมตตาเสียจริงๆ ควรปรับปรุงด้านการใช้วาทะในการพูดกับคนไข้เป็นอย่างมาก,1,siriraj-hospital,"Diagnosis I diseases of the doctor understand that doctors see patients who are sick with cancer and in last stage had a lot to say over and over again may cause a bore to have to talk the disease to the patient within the last, but with the ethics of the doctor, it should not say to stop treatment and told that the treatment is not lost. considered treatment, then with a voice snapped, and a bother that patients should be told good or not, it's news to relatives. the patient knows it is hopeless enough already, meet the doctor say this will make the patient stay connected with despair, you're a doctor without mercy. should really improve the use of debate in a speech to the patients is very"
มานอนโรงพยาบาลศิริราช ห้องพัก ดี แต่ขาดการบริการที่จอดรถ,3,siriraj-hospital,"Sleep, siriraj hospital, good rooms, but the lack of car Parking"
เป็น รพ.รัฐบาลที่ให้บริการอย่างดีเยี่ยม พยาบาลยิ้มแย้มแจ่มใส อาจจะต้องไปเช้าเพื่อได้พบหมอ แต่การรอพบแพทย์ก็ไม่นานจนเกินไป,5,siriraj-hospital,"Is the hospital. The government provided great service, the nurse beaming may have to go in the morning to find the doctor, but the wait for the doctor was not too"
ชีวิตมีค่าในบางเวลาไม่อาจรอได้ เวลามารพ.มักจะต้องทำเองบ้างแต่ก็ดีกว่ารอคะ เพราะเวลาของหมอและพยาบาลมีความสำคัญยิ่งในรพ.ใหญ่แล้วถ้วนแต่แลดูวุ่นวายมาก เพราะฉะนั้นอะไรที่เราสามารถช่วยเหลือตัวเองได้ก็ทำได้ ไปจะได้ไม่เป็นภาระแก่บุคคลใครให้เป็นความล่าช้า,5,siriraj-hospital,"Life is precious, some of the time can't wait time... Always have to do stuff, but it's better than waiting. because of the time of doctors and nurses is of paramount importance in the hospital. Big countless, but look very busy, so anything that we can help themselves, it can go will not be a burden to the party who is delayed."
หมอให้คำปรึกษากระจ่างดีค่ะ เข้าใจง่าย เจ้าหน้าที่ก็ต้อนรับดีค่ะ พูดจาดี,4,siriraj-hospital,"Doctor consultation skin good. easy to understand the officials, it is welcome, good, very good"
พยาบาลดูแลหลังจากคลอดลูกดีมาก บอกและแนะนำดีมากโดยเฉพาะช่วยเหลือเรื่องการให้นมลูกได้ดีจริงๆ ถ้าไม่ได้พยาบาลคอยแนะนำ คอยสอนในทุกเรื่องที่ผู้เป็นแม่ควรทำ เราก็คงทำอะไรไม่เป็นเลย ต้องขอบคุณพยาบาลทุกท่านจริงๆที่ดูแลเราเป็นอย่างดี,4,siriraj-hospital,"Nursing care after the birth very well told and recommended very good, especially the help about the breastfeeding really well, if not a nurse available to guide and teach in all things that a mother should do, we would be helpless as yet. thanks every nurse really takes care of us as well."
จริงๆก็ไม่ได้ไปรับการรักษานะคะ แต่บริจาคเลือดค่ะ พยาบาลและเจ้าหน้าที่น่ารักมากๆ... ตอนบริจาคเลือดเสร็จ แกล้งเป็นลม (ตอนนั้นไปกับเพื่อน จะแกล้งเพื่อนเล่นตรงหน้าลิฟ) เจ้าหน้าที่วิ่งมาจากในห้องบริจาคเลือด มาถามใหญ่เลยว่าเป็นอะไรมั้ย ประทับใจมากเลยค่า,4,siriraj-hospital,"Really, it's not going to get treatment, but donate blood. nurses and the staff lovely,... when I donate blood finish pretend faint. (then, to go with my pretend friends in front of the Elevator), the officer ran from the room, donated blood comes out. that is what? very impressed."
ให้บริการช้า รคิวนานใสก ไปอย่างต่ำเสับเวลาค่อนวัน แยากฝห้ปรับปรุงเรื่องกานบริการ,2,siriraj-hospital,"Service is slow, the longer the queue transparent to at least plugs the time ค่อนวัน separated. keep updated about the Gan service"
หมอเข้าใจลักษณะโรคที่เป็น จ่ายยาตรงโรคกินยา2วันไม่มีอาการ,4,siriraj-hospital,Doctor understand the way the disease is pay pill disease pills 2 day no symptoms.
ตัวเองได้คลอดก่อนกำหนดที่โรงพยาบาลศิริราชซึ่งไม่เคยคิดว่าโรงพยาบาลรัฐบาลจะบริการได้รวดเร็ว และดีอย่างนี้ เพราะเราเป็นเคทฉุกเฉิน อายุครรภ์25week+5 ตอนแรกจะเข้าไปตรวจเรื่องน้ำคล่ำกับตกขาวเยอะ แต่พอถึงโรงพยาบาลระหว่างจะไปยื่นบัตรน้ำคล่ำไหลออกมาเราก็ตกใจทำไรไม่ถูกเลยเดินไปห้องที่มีเจ้าหน้าที่ยืนอยู่และบอกเค้าว่าน้ำคล่ำไหล แค่นั้นเจ้าหน้าที่รีบหารถเข็นมาให้นั่ง แล้วก็มีเจ้าหน้าที่มาซักประวัติ สักพักก็พาขึ้นไปห้องรอคลอดเพื่อตรวจว่าใช่น้ำคล่ำจริงรึเปล่า คุณหมอทำการตรวจไปซักประวัติไปสรุปเป็นน้ำคล่ำจริงๆเลยต้องนอนรอคลอดเลย ระยะเวลาทั้งหมดรวดเร็วมาก ทุกคนเป็นมืออาชีพใส่ใจคนไข้ ยิ่งกว่าโรงพยาเอกชนซะอีก ทำให้รู้สึกประทับใจมากค่ะ,5,siriraj-hospital,"Itself has a miscarriage at siriraj hospital, which never thought a government hospital services are fast and good like this because we are a K. emergency gestational age 25week+5 at first, is to check about the water คล่ำ with vaginal discharge a lot, but enough to the hospital, between the will to filed card water คล่ำ flow out, we were shocked. went to the room with the officer stood and told him that the water คล่ำ flow that the authorities hurry to find a trolley to ride and has come to history for a while, it take up room waiting for the birth to check that, Yes, water คล่ำ true doctor performs examination to history to conclude as คล่ำ really need to sleep waiting time, maternity, over all very quick, everyone is professional, attentive, patient beyond hospital private. makes you feel very impressed."
แพทย์ พยาบาล บุคคลากรทุกส่วนงานเป็นมืออาชีพมากๆรู้วิธีรับมือกับภาวะวิกฤตต่างๆ รวมถึง ปัญหาส่วนตัวของคนไข้เอง และญาติของคนไข้,5,siriraj-hospital,"Doctors, nurses, personnel, all parts work, very professional, know how to cope with a crisis, including personal problems of the patient and relatives of patient."
ครั้งนี้ไปพบแพทย์ด้วยอาการประจำเดือนมาไม่ปกติ ก่อนไปก็ปรึกษาคนใกล้ตัวว่าควรไปพบแพทย์ที่ไหนดี มีคนบอกว่าให้ไปศิริราช แว่บแรกคือไม่อยากไป รพ.รัฐรอนานเป็นวันๆแน่ ที่จอดรถก็ไม่สะดวก บัตรคนไข้ก็ยังไม่ได้ทำ แต่ปรากฏว่าไม่ใช่อย่างที่คิดไว้เลยค่ะ เราสามารถเข้าไปสมัครบัตรคนไข้ โดยการลงทะเบียนผ่านเว็บไซต์ของโรงพยาบาลได้ เมื่อได้หมายเลข HN มาแล้ว เราก็โทรไปขอนัดคิวเพื่อพบคุณหมอได้เลย เพื่อนแนะนำให้ไปคลินิกนอกเวลา เสียค่ารักษาแพงขึ้นอีกหน่อย แต่เร็ว ก็เลยโทรไปนัดคุณหมอ ที่นี่ระบบเค้าจะดีมากค่ะเมื่อโทรไปพยาบาลจะนัดเวลาและแจ้งคิวให้เราทราบพร้อมกับบอกให้เรามาก่อนเวลาครึ่งชม. พอถึงวันนัด ก็ไปพบพยาบาลที่หน่วยคัดกรอง ถึงจุดนี้จะต้องชั่งนน.และวัดความดัน ใช้เวลาไม่นานเลย หลังจากนี้ก็ไปนั่งรอตามคิว ซึ่งก็ได้พบแพทย์ตามเวลา(อาจจะก่อนด้วย) การรักษาก็ซักถามละเอียด มีการตรวจอย่างละเอียด ที่สำคัญคุณหมอได้อธิบายทุกอย่างที่คนไข้ถาม ไม่ได้รีบๆตรวจรีบๆทำให้เสร็จ คุณหมอให้อุลตร้าซาวด์ภายใน ให้ตรวจมะเร็งปากมดลูก ขณะที่อ่านผลอุลตร้าซาวด์คุณหมอก็ซักถามประวัติเราไปเรื่อยๆ ผลออกมาก็คือเจอเนื้องอกที่รังไข่ คุณหมอแนะนำให้ผ่า ขั้นตอนหลังจากนี้คือจะต้องส่งเรื่องไปยังคณะกรรมการเพื่อให้คุณหมอหลายๆท่านร่วมกันพิจารณา ว่าเคสของเราสมควรต้องผ่าตัดหรือไม่ ก็จะมีคุณหมอในคณะกรรมการเรียกให้ไปอุลตร้าซาวด์ซ้ำอีกรอบ เนื่องจากการผ่าเอารังไข่ออกจะทำให้ไม่มีฮอร์โมนเพศอีก คุณหมอเลยอยากจะแน่ใจว่าการตัดสินใจจะผ่าตัดเป็นวิธีที่ดีที่สุดสำหรับคนไข้ และพอทุกอย่างเรียบร้อย ก็จะต้องไปตรวจเลือดเช็คสภาพความพร้อมของร่างกายก่อนผ่าตัด ทั้งนี้เพื่อความปลอดภัยที่สุดของคนไข้ การจองห้องก็ไม่ยุ่งยาก พยาบาลจะนัดคิวที่คุณหมอว่างที่จะทำการผ่าตัด แล้วคนไข้ก็สามารถไปจองห้องพิเศษ ซึ่งระบุราคาห้อง ขนาด และแบบของห้องไว้ชัดเจน รวมถึงราคาอาหารด้วย แล้วพยาบาลก็จะแจ้งวิธีเตรัยมตัวก่อนวันมาผ่าตัด การรับประทานอาหารก่อนผ่าตัด โดยรวมๆแล้วการบริการที่ศิริราช ดีน่าประทับใจมากที่สุด พยาบาลก็พูดจาไพเราะ การคำนึงถึงความปลอดภัยก็ดีเยี่ยม ขั้นตอนการบริการก็รวดเร็ว ค่ารักษาก็ไม่แพงเลยเมื่อเทียบกับโรงพยาบาลเอกชน สรุปคือประทับใจที่ศิริราชที่สุดค่ะ,5,siriraj-hospital,"This time go to the doctor with the symptoms of menstruation is not normal, before going to it consult people who are close to that should go to the doctor where someone said, go to siriraj glasses the first is don't want to go to the hospital. The state waiting a long time for days. Parking is not convenient, card patient, it hasn't done, but it appears that wasn't what I thought. yeah, we can go apply for a card, patients register through the website of the hospital, when the number HN, and we call to ask for the queue to see a doctor my friend recommended to go to the clinic, part-time waste expensive up a little longer, but soon it yet. call appointment doctor here system they are very good. when to call a nurse will make an appointment and notification queue to us along with told us to come early half an hour. Not enough to match it to find a nurse at the screening unit up to this point must scale. And measure the pressure did not take long. after this was to sit and wait by the queue which I found the doctor by the time(maybe pre -) treatment was questioning the resolution is a thorough check important your doctor has explained everything that the patient asked not to hurry and check finish, the doctor gave an ultrasound internal examination for cervical cancer, while read the results of an ultrasound, the doctor was questioning the history we go, the results came out, it was found an ovarian cyst the doctor recommend. step after this is to send the matter to the Board so that the doctor many of you together, consider that case of us deserve need surgery or it will have a doctor on Board called to go to ultrasound again, since the surgery removes the ovaries will cause no sex hormones another doctor wanted to be sure that the decision to surgery is the best way for the patient and enough is everything, it will need to go to a blood test to check readiness of the body before surgery in order to secure most of the patients to book the room, it is not cumbersome, the nurse will make an appointment for the queue at the doctor available to perform the surgery, then the patient was able to book a special room, which specifies the price, the room size and style of the room clearly, including the price of food, then the nurse, it will how to get. prepare yourself before the day came surgery diet before surgery by the same service at siriraj good the most impressive nurse was polite manner, taking into account the safety great the procedure service was quick, the bill was not expensive compared to a private hospital summary is impressed at siriraj."
ตอนปลายปี คุณแฟนไปคลอดลูกที่โรงพยาบาลศิริราช ซึ่งเด็กแรกเกิดจะค่อนข้างงอแงและตื่นบ่อย แต่ก็สามารถให้พยาบาลเอาไปอย่ในห้องเนอสเซอรี่ได้ตลอดเวลา ไม่มีอิดออด รวมถึงการดูแลต่างๆ ก็ดีทีเดียว,5,siriraj-hospital,"End of the year you girlfriend to give birth at siriraj hospital in which a newborn baby can be quite fussing and Wake up often, but it can give the nurse took away. in the nursery room at any time, no reluctant, including care various great."
คนเยอะ รอนาน ไม่มีที่จอดรถ พยาบาลไม่สนใจผู้ป่วย ส่วนใหญ่หมออายุยังน้อย ไม่มีประสบการณ์เพียงพอ ต้องมีอาจารย์แพทย์คอยแนะนำ,4,siriraj-hospital,"A lot of people waiting for a long time, no car Park, nurses ignoring patients, most doctor age not have enough experience to have professors, doctors advise"
มารับการรักษาตรวจโรคข้ออักเสบรูมาตอยส์ เรียกเข้ามารอพบหน้าห้องแพทย์ให้รอเป็นชั่วโมง (จริงๆ ก็รอได้นะ) แต่ว่าน่าจะมีเก้าอี้ให้คนไข้นั่งรอ เพราะคนไข้ที่เป็นโรคนี้แต่ละคนจะมีอาการปวดข้อกันตลอด ให้มายืนรอนานๆ อย่างนี้ คนไข้กลับบ้านต้องมีอาการกำเริบกันอีกแน่ (เราเป็นต้น),3,siriraj-hospital,"Treatment diagnosis arthritis รูมาตอย. run into meet in front of the room, the doctor, wait an hour (really, it can wait.), but should have a chair, let the patient sit and wait because patients with this disease, each person will have joint pain all the time to stand outside and wait for a long time this patient home to relapses again. (we, etc.)"
หมอและพยาบาลห้องคลอดดูแลเอาใจใส่ดีมากค่ะ,5,siriraj-hospital,Doctor and nurse delivery room care of very good.
หาหมอคลีนิคนอกเวลา   ไปตามนัดหมาย วัดความดัน ได้บัตรคิว ไปนั่งรอหน้าห้องหมอ  แต่สิ่งที่บกพร่องคือ  ไม่รู้ว่าถึงคิวไหน  เรียกแต่ชื่อ ไม่เรียกเลขหมาย และแจ้งว่า ไม่ได้เรียงตามเลข แล้วจะให้บัตรคิวมาเพื่อ?!!,4,siriraj-hospital,"Find a doctor, clinic, part-time, according to appointment measure pressure up cue cards to the waiting rooms a doctor, but what glitches is don't know how to queue is called, but the name is not call the number and report that is not sorted by number, then will give cue cards to?!!"
คุณหมอและพยาบาลเก่งและมีประสบการณ์มากให้ความรู้ตอบคำถามได้ดี ใจเย็น พูดจาเพราะถึงจะมีคนไข้เยอะก็ตาม,5,siriraj-hospital,"The doctor and nurse, smart and very experienced knowledge quiz well calmly spoke, because to have a lot of patients whenever"
เราพาคุณป้าที่ป่วยด้วยโรคงูสวัดไปหาคุณหมอด้านภูมิแพ้ที่รักษากันอยู่แล้วแต่ด้วยคิววันนั้นเต็มเราก็ไปตามคำแนะนำของเจ้าหน้าที่เป็นคลีนิคนอกเวลาคิดว่าต้องรอจนคนไข้นัดตรวจเสร็จก่อนถึงจะได้ตรวจแต่กลับเป็นว่าเรายื่นบัตรแล้วบอกอาการนั่งร สัก20นาทีก็ได้ตรวจไม่เสียเวลารอคิวนานบางแผนกต้องรอจนคนไข้นัดตรวจเสร็จแต่เราก็เข้าใจ,5,siriraj-hospital,"We took my aunt that was sick with shingles go to the doctor with an Allergy to treat. but with the queue the day we went according to the instructions of the authorities, is the clinic part-time, think have to wait until the patient's appointment finished to get check turns out our card, then told me to sit the 20 minutes. check do not waste time to queue long time, some departments have to wait until the patient appointment completed, but we understand"
เป็นระเบียบและไม่ค่อยวุ่นวายเท่าไรถึงคนจะเยอะก็เป็นระเรียบและสะอาดค่ะ,5,siriraj-hospital,"Organized and rarely busy, how much it is, it is smooth and clean."
มีการเปลี่ยนแปลงเรื่องบริการที่ดีขึ้นในบ้างส่วนทำให้ได้รับบริการที่เร็วขึ้นกว่าเดิมแต่ก็มีในส่วนจองการชำระเงินและการจ่ายยายังคงใช่เวลาในการรอนานเหมือนเดิม ส่วนแพทย์ที่รักษาประจำจะให้ข้อมูลและตอบข้อสงสัยที่ดีมาก,4,siriraj-hospital,"Change of service better in some parts, making the service faster than the original, but it has a section for booking, payment and dispensing still, Yes time to wait for a long time, the same doctors who treat regularly to provide information and answer questions very good"
คนมาใช้บริการ รพ.เยอะมาก การให้บริการยังดีเหมือนเดิม,5,siriraj-hospital,People using the service. A lot of the service is also good the same.
ส่วนที่ไปทำการรักษาคือแผนกจิตเวช โดยรวมแล้วระบบของที่นี่ก่อนหน้านี้ค่อนข้างน่าสับสน แต่ระยะหลังศิริราชปรับให้เป็นระเบียบและเข้าใจง่ายขึ้นมาก การนำเทคโนโลยีเข้ามาปรับปรุงเพื่อแก้ไขปัญหาคนแน่นอย่างบันไดเลื่อนและแบ่งพาร์ตโรงพยาบาลให้มีส่วนที่ให้บริการคล้ายเอกชน ทำให้ประทับใจเรื่องของตัวเลือกในการเข้าถึง(ถึงแม้ส่วนนี้จะดูเป็นการให้บริการแบบต่างมาตรฐาน แต่พอทำความเข้าใจได้เมื่อพิจารณาค่าครองชีพและคุณภาพชีวิตอื่นๆของคนไทย) หน่วยจิตเวชมีการให้บริการดีและเจ้าหน้าที่ทั้งแพทย์และพยาบาลเป็นมิตร การใช้ท่าทาง ภาษากาย และสีหน้าที่ไม่ทำให้ผู้รับบริการรู้สึกอึดอัด ในส่วนของการรับยา เกิดปัญหาขึ้นค่อนข้างบ่อย การส่งใบยาไปไม่ถึง ลืมส่งใบยา การให้บริการของเจ้าหน้าที่ที่บางครั้งมีการเสียมารยาท (โดยรวมไม่ต้องการให้คะแนนน้อย เมื่อปัญหาใหญ่คือทางเลือกด้านสาธารณสุขในประเทศไม่ได้มีมากพอ ฉันจึงมองว่า ปัญหาการจัดการของรัฐต่างหากที่ทำให้โรงพยาบาลรัฐที่มีคุณภาพอย่างศิริราชต้องมาแบกรับมากกว่าโรงพยาบาลอื่นๆ),4,siriraj-hospital,"Part to treatment is the Department of psychiatry, the overall system of here earlier, quite confusing, but the latter siriraj adjust to orderly and easy to understand up a lot of the technology to improve the to fix tight the escalator and break take the hospital to have services similar to private but the subject of the options in access(although this section is viewed as serving a different standard, but enough to understand them when considering the cost of living and quality of life of Thai people) unit, psychiatry service great and the whole staff doctors and nurses friendly to use gestures, body language and countenance that does not make the recipient feel uncomfortable, in the part of the drugs. the problem occurs quite often to send tobacco to not to forget to send leaves the service of the officials sometimes have to be rude (overall don't need to rate a little when the big problem is the alternative health in the country do not have enough, so I perceived a problem, the state management of the state hospital., siriraj to carry more than other hospitals)"
การบริการถือว่าดีปานกลาง แต่ก็ขึ้นกับแต่ละแผนก แต่การรักษาค่อนข้างมั่นใจว่าดี เนื่องด้วยส่วนใหญ่แพทย์จะมากด้วยประสบการณ์ ที่ไปหาจะเป็นคลีนิคนอกเวลา ซึ่งราคาเมื่อเทียบกับเอกชนแล้วถือว่าโอเคเลยคับ โดยรวมโอเคคับ,3,siriraj-hospital,"The service is considered a good average, but it's up to each Department, but the treatment is quite confident that good because most of the doctors are very experience to go to a clinic outside which the price compared to private, then OK. overall okay."
ตึกสมเด็จพระศรี10/1บริการดีมากคะถึงจะเป็นห้องสามัญหมอมา7โมงเช้า2เวลาเลยคะหากเคสไหนมีปัญหาเกี่ยวกับโรคแทรกซ้อนในการตั้งครรภ์จะมีหมอเฉพาะทางโรคนั้นๆมาติดตามอาการร่วมวางแผนประชุมอีกที  ยอดเยี่ยมมากคะ,5,siriraj-hospital,"The building of Somdet Phra si 10/1 very good service. will be the common room, the doctor came 7 o'clock in the morning 2 time. if case you have problems with complications in pregnancy doctor specialist disease the following symptoms joint planning meeting again very wonderful."
แพทย์เชี่ยวชาญเฉพาะด้าน พยายาบาลให้การช่วยเหลืออย่างดี,5,siriraj-hospital,"Doctor, specialized nurse, to help well."
พยาบาลเอาใจใส่ดี  พูดจาสุภาพ  คุณหมอก็แนะนำการดูแลตัวเองอย่างละเอียด,5,siriraj-hospital,"Nurse caring and polite doctor, it is recommended to take care of yourself thoroughly"
เมื่อวานได้ไปตรวจสุขภาพที่โรงพยบาลศิริราชมาค่ะ อย่างแรกที่ประทับใจมากก็คือ หมอพูดจาแนะนำดีมากค่ะ รวมทั้งพยบาลที่อยู่ในนั้นเวลาถามถึง ห้องน้ำอยู่ใหนค่ะ? หรือ ถามเรื่องอื่นๆ ก็จะตอบมาดีค่ะ บริการดีมากค่ะ,4,siriraj-hospital,"Yesterday was go for a health check at the hospital siriraj hospital. the first thing that impressed was the doctor, speaking from recommended very good, including the hotel address in that time asking for the bathroom? Or ask about other things it will answer great, service very good."
ตอนแรกที่ชั้นแรกจะวุ่นวายมากเพราะทุกคนต้องผ่านการคัดกรองที่นี่ แต่พอแยกชั้นไปก็จะเร็วขึ้น ตอนนี้มีบันไดเลื่อนช่วยให้ขึ้นลงสะดวก,4,siriraj-hospital,"Initially, the first floor is very busy because everyone must pass the screening here, but enough to separate the layers, it will be faster now with the escalator, allowing up, down, convenient"
ทางรพศิริราชเขาวิเคราะห์สาเหตุของโรค2-3คนเผื่อความแน่ใจดีจร้าถ้าไม่ชัวร์เขาก็ให้ส่องกล้องเผื่อหาสาเหตุที่แน่ชัดมากขึ้น,5,siriraj-hospital,"The hospital siriraj, he analyzes the causes of the disease 2-3 people in case make sure, great. if not sure, he went to endoscopy in case find out why exactly more"
ความประทับใจคือการรักษาที่มีเครื่องที่ทันสมัยช่วยรักษาให้เราหายจากการเจ็บป่วย,4,siriraj-hospital,The impression is treated with ultra-modern machines help keep us recover from illness
การให้บริการมีความรวดเร็ว แต่ขั้นตอนการให้บริการยังไม่ค่อยชัดเจนเท่าไหร่,4,siriraj-hospital,The service is quick but the steps the service is also not quite clear how much
มีระบบการบริหารจัดการดี แพทย์ชำนาญการระดับอาจารย์หมอเยอะ ผู้ป่วยมาก,4,siriraj-hospital,"Management system good medical expert, Professor level doctor much very patient."
1. แพทย์บางท่านถามมากไม่ได้คำตอบที่ได้บางครั้งบอกว่าผมไม่ได้ดูโรคนั้นโรคนี้คืดรักษามานานเป็น 10-20 ปีแล้วถามแค่นี้ก็ไม่ได้ 2.ใบนัคตรวจครั้งต่อไปไม่ค่อยชัดเป็นใบบาง ๆ น่าจะทำให้ดีกว่านี้ 3.ระบบรอใบนัด ระบบซื้อยา และชำระเงินบางครั้งช้ามาก น่าจะเป็นไปจ่ายเงินตรงไหนของโรงพยาบาลน่าจะดีกว่า,3,siriraj-hospital,"1. Some doctors asked a lot is not the answer, sometimes say that I do not view disease that this disease. treatment for 10-20 years and then ask that it not 2. Leaves a check next time not clear is the thin leaves would make this better 3. System wait appointment system, purchase of medicines and payment, sometimes very slow, probably to pay part of the hospital would be better"
คนไข้จำนวนมาก อาจต้องรอนานหน่อย แต่การรักษาเป็นมาตรฐาน,4,siriraj-hospital,"Many patients may have to wait a little bit longer, but the treatment is the standard"
ไว้ใจ วางใจ เชื่อใจ,4,siriraj-hospital,Trust trust trust
ไปรักษามาก็หลายที่แต่รู้สึกดีกับที่ศิริราชถึงแม้จะรอนานแต่ก็โอเคสำหรับการซักถามและรักษา ยาที่ให้ก็ดูจะใส่ใจว่าควรกินแบบไหน ไม่ใช่มีอะไรก็ให้มา ถึงแม้จะเป็นโรงพยาบาลรัฐที่มีคนมาใช้บริการเยอะแต่บุคลลากรก็มีมากพอที่จะให้บริการ,5,siriraj-hospital,"To treat many, but feel good with at siriraj hospital, although waiting for a long time, but it's okay for the questioning and treatment medicine to seems bothered that I should eat?, not what was to come, even for a state hospital with people using the service but staff personnel, it has enough to service"
ดิฉันพาลูกไปหาหมอที่ร.พศิริราชมาค่ะไปทุกเดือนเรยเพราะต้องพาน้องไปฉีดวัคซีนค่ะพอดีดิฉันเข้าโครงการแม่วัยรุ่นค่ะโครงการนี้ดีมากเรยค่ะมีค่าเดินทางให้วัคซีนก้อฉีดฟรีพยาบาลประจำโครงการก้อบริการดีพูดจาไพเราะนักศึกษาพยาบาลก่อเฟรนลี่กะเด็กดีค่ะดิฉันคลอดลูกที่นี่ค่ะแล้วก้อมีพี่คนนึงมาชวนเข้าโครงการนี้ค่ะการบริการโดยรวมคือดีมากๆโดยเฉพาะโครงการของ ร.พ ค่ะ,4,siriraj-hospital,"I take the children to the doctor at the. Nov siriraj. every month for rayon because of the need to get kids to vaccination. fit my projects into a teen mom. this project is very good, ray. precious travel vaccine I injection free nurse project Manager I service great eloquence nursing student before. shifts good boy. I gave birth here. I have a brother one invited into this project. the overall service is very good, especially the project of the. .."
มีโอกาสเป็นคนไข้ของโรงพยาบาลศิริราชซึ่งเราก็ทราบกันดีว่าเป็นโรงพยาบาลรัฐบาลที่ต้องรองรับคนไข้จำนวนมาก แต่พอได้เข้าเป็นคนไข้กรณีกระทันหัน ทำให้ได้ทราบว่าคุณหมอและพยาบาลทุกท่านของโรงพยาบาลรัฐนั้นทำงานหนักมากและไม่มีเวลาส่วนตัวจริง ๆ อีกทั้งอาคารและอุปกรณ์ทางการแพทย์ยังมีจำนวนไม่เพียงพอต่อการรักษาคนไข้ที่มีฐานะไม่ดี จึงได้แค่เพียงร่วมบริจาคเงินสมทบมูลนิธิตามกำลังที่จะพอจะช่วยได้ และขอขอบพระคุณคุณหมอและพยาบาล รวมทั้งเจ้าหน้าที่ทุกท่านของโรงพยาบาลที่คอยดูแลในช่วงที่พักรักษาอาการป่วยที่โรงพยาบาลมา ณ ที่นี้ด้วยค่ะ,5,siriraj-hospital,"There is a chance the patients of siriraj hospital, which we know is a government hospital to support the patients a lot, but when the patient, in case of a sudden make a note that the doctor and nurses all of the hospitals state that work very hard and don't have time, private real more for both buildings and medical equipment are not adequate to treat the patient with as bad so can only donate to the Foundation, according to to help. and thank you, doctor, and nurses, including all staff of the hospital to take care of during the stay, treat the sick at the hospital."
มีแพทย์ผู้เชี่ยวชาญมากมาย ไว้ใจได้ รักษาดี,5,siriraj-hospital,Have a medical expert many easy to maintain good
พาคุณยายไปผ่าเข่าค่ะ ทั้งคุณหมอและคุณพยาบาล น่ารักมาก เข้าใจคนแก่ ดูแล และเป็นกันเองมากค่ะ คุณหมอและพยาบาลประจำตึกสลากกินแบ่ง ชั้น5 ประทับสุดๆ,4,siriraj-hospital,Take her to through the knee. both the doctor and nurse pretty much understand the old take care of and very friendly. the doctor and nurse routine building lottery top 5 stamp.
